city,coverage,providernum,state,speed12,speed11,speed10,speed9,speed8,speed7,speed6,speed5,speed4,speed3,speed2,speed1
arizona-city,6.9,10,arizona,5.58,4.08,3.11,5.27,6.45,5.49,4.9,4.69,7.09,5.74,6.76,5.77
avondale,95.6,15,arizona,82.82,67.19,72.16,86.96,86.22,88.64,92.96,87.79,119.82,77.71,76.6,84.84
benson,46.9,10,arizona,37.61,30.76,31.16,93.07,101.34,61.13,22.14,14.82,46.93,13.47,12.23,14.95
bisbee,93.2,8,arizona,113.74,86.16,60.93,87.96,86.71,82.21,53.14,132.05,52.58,123.08,99.55,101.68
buckeye,79.2,12,arizona,73.11,72.15,75.03,67.86,74.26,99.27,79.06,81.42,91.11,87.46,120.54,87.36
bullhead-city,95.9,9,arizona,68.52,88.88,78.47,74.19,46.49,21.99,32.94,69.58,72.13,62.89,64.81,72.41
camp-verde,81.6,9,arizona,46.55,29.57,49.67,66.83,57.38,85.43,82.14,25.35,8.65,74.29,69.96,49.9
casa-grande,77.2,17,arizona,57.53,57.15,48.15,60.15,103.4,84.5,91.9,94.92,62.22,63.33,179.66,177.18
cave-creek,81.4,13,arizona,57.17,54.31,62.32,76.72,97.31,101.6,100.38,95.85,98.43,115.21,196.88,169.47
chandler,95.8,24,arizona,78.41,73.23,68.07,78.42,84.85,96.07,98.36,101.05,109.57,97.69,91.42,92.97
chinle,0,4,arizona,3.07,4.39,3.86,4.74,4.35,6.11,6.89,7.64,6.45,5.93,6.48,5.93
chino-valley,95.9,12,arizona,53.4,17.25,58.73,59.99,97.6,101.38,77.53,87.8,82.72,81.77,59.17,68.59
clarkdale,86.5,10,arizona,2.79,5.53,0,4,0,0.49,1.25,1.2,0.47,1.04,50.36,1.07
colorado-city,12.5,4,arizona,25.21,21.99,13.57,34.62,41.36,41.65,29.58,40.8,32.62,20.51,25.03,23.46
coolidge,76.1,13,arizona,37.09,11.7,13.33,16.89,12.13,17.77,11.68,5.44,25.04,36.17,11.79,16.46
cornville,93.2,10,arizona,77.24,58.43,58.62,46.61,54.41,62.06,90.02,68.53,35.59,100.66,57.99,42.85
cottonwood,96.5,14,arizona,49.68,58.35,57.71,63.89,44.95,70.93,71.79,59.06,72.92,71.87,48.67,71.71
dewey,82.5,12,arizona,4.18,2.76,5.04,6.96,3.19,13.94,13.82,12.02,19.51,13.23,14.06,4.54
douglas,16.5,7,arizona,26.21,25.44,21.32,16.39,35.06,23.74,16.73,16.16,16.58,15.56,27.71,36.17
eagar,0,5,arizona,2.28,1.22,6.23,11.67,6.83,6.09,9.05,8.78,9.43,10.03,7.92,3.3
el-mirage,96.1,10,arizona,65.5,61.86,75.77,70.34,81.16,89.84,94.52,93.66,93.86,80.49,90.43,91.33
eloy,3.4,13,arizona,44.76,31.32,28.26,24.65,33.13,27.4,21.77,48.01,54.18,38.04,31.53,42.87
flagstaff,87.4,12,arizona,52.77,75.53,88.33,92.99,179.96,158.46,88.33,102.95,94.39,93.54,84.44,97.86
florence,41.2,14,arizona,45.43,41.18,107.78,57.81,44.31,80.21,123.9,107.91,99.66,114.95,101.2,83.68
fort-defiance,0,7,arizona,5.31,2.6,6.36,7.31,5.93,8.03,6.04,4.84,5.37,5.38,5.27,6.96
fort-huachuca,36.9,8,arizona,108.08,45.46,53.37,13.06,116.45,11.55,293.22,64.15,59.68,200.53,98.22,54.8
fort-mohave,97.6,10,arizona,54.42,62.68,130.58,83.42,45.3,98.61,70.73,48.14,58.58,57.35,144.53,83.81
fountain-hills,99.1,12,arizona,53.81,57.18,69.24,134.25,132.87,135.65,134.94,133.79,97.34,132.94,135.62,136.32
ganado,0,4,arizona,5.48,5.53,21.63,5.55,52.94,18.54,38.13,15.73,5.57,45.67,16.3,5.92
gilbert,97.9,20,arizona,73.95,75.82,77.58,78.54,83.45,98.45,91.44,88.32,84.87,80.64,89.06,88.96
glendale,94.3,17,arizona,60.3,65.12,61.49,73.39,81.94,95.32,99.42,92.18,93.72,72.43,77.65,87.87
globe,93.7,7,arizona,161.98,135.7,69.98,133.98,79.26,91.46,121.35,174.48,85.64,111.25,85.34,83.49
gold-canyon,94.1,12,arizona,41.39,47.82,61.58,58.64,60.67,46.62,71.72,76.95,70.59,73.31,70.89,73.91
golden-valley,0.4,7,arizona,5.64,5.5,6.22,5.13,6.35,5.34,7.02,5.66,5.81,5.63,7.38,4.48
goodyear,91.3,14,arizona,75.53,71.45,78.44,87.84,92.15,120.38,112.24,105.63,117.23,117.01,89.33,84.87
green-valley,95.6,16,arizona,68.66,83.71,68.53,63.77,124,66.93,57.56,90.37,15.07,15.11,51.44,66.09
hereford,64.2,10,arizona,5.68,5.84,7.38,7.43,7.48,7.24,7.22,8.38,6.38,5.92,7.61,6.62
holbrook,93.7,8,arizona,56.87,16.99,107.76,47.46,32.84,39.85,37.44,17.17,35.89,60.84,88.82,20.85
huachuca-city,0,8,arizona,7.47,7.01,6.08,7.64,6.95,9.15,10.69,4.81,7.57,9.1,8.63,8.28
kayenta,0,3,arizona,7.94,2.91,2.63,4.37,5.72,1.16,6.14,17.33,2.4,11.52,34.37,25.03
kingman,86.8,8,arizona,104.81,80.97,62.66,162.18,86.49,122.66,119.35,41.22,66.12,78.4,69.88,91.62
lake-havasu-city,98.5,7,arizona,60.13,56.95,69.06,89.58,76.22,82.31,91.9,75.43,94.31,60.23,65.49,105.6
lakeside,96.1,5,arizona,148.85,47.62,25.3,67.56,59.07,36.01,111.04,52.83,90.76,81.94,151.01,95.26
laveen,83.2,12,arizona,68.23,62.26,48.26,92.56,93.52,81.65,76.1,94.59,79.18,74.25,79.13,79.15
litchfield-park,95.4,10,arizona,78.98,83.81,58.87,80.65,39.82,127.91,75.96,125.2,91.38,109.11,76.98,111.73
littlefield,77.4,8,arizona,0,0,0,0,0,0,0,45.73,0,34.78,0,0
marana,80.9,16,arizona,71.73,46.48,42.24,79.4,77.23,54.21,47.54,79.88,33.29,65.68,65.88,50.64
maricopa,82.1,15,arizona,42.02,43.87,57.97,43.42,20.91,41.75,74.33,75.77,86.48,61.75,68.74,66.89
mayer,48.6,10,arizona,5.19,16.99,15.14,11.94,6.68,9.91,7.02,6.23,19.49,12.72,8.98,8.22
mesa,88.5,20,arizona,70.43,68.25,63.4,74.47,80.54,94.65,87.06,81.91,55.37,78.97,73.59,73.86
miami,91.5,8,arizona,50.13,25.63,0.81,22.62,24.32,18.54,1.67,25,16.84,45.98,205.51,20.89
mohave-valley,70.7,11,arizona,42.41,25.51,23.08,16.93,11.51,10.67,16.71,21.19,18.62,12.74,14.45,19.08
new-river,75.3,8,arizona,8.17,4.63,13.59,15.35,14.47,10.5,18.93,24.55,77.67,85.34,10.66,16.95
nogales,94.6,15,arizona,42.56,55.41,52.94,54.45,60.3,53.2,48.73,52.84,55.49,59.14,54.91,45.72
oracle,13.3,10,arizona,0,0,3.33,62.24,0,0.35,0,0,0.23,0,0,0
page,0,8,arizona,31.09,35.98,39.24,62.52,24.61,25.68,18.84,17.85,37.54,32.7,18.76,28.59
paradise-valley,96,13,arizona,74.46,73.33,49.45,91.77,91.1,89.21,88.19,86.69,89.36,89.86,90.39,90.01
parker,68,7,arizona,106.69,105.95,108.08,115.89,112.93,110.95,117.97,97.56,100.95,102.97,121.33,118.1
paulden,61.2,11,arizona,1.85,2.21,7.07,4.93,4.06,8.55,0,5.6,4.45,0,5.44,0
payson,85.1,8,arizona,45.96,51.6,66.94,59.62,53.11,47.05,45.24,48.43,54.47,46.32,63.45,64.9
peoria,97.5,19,arizona,74.19,76.86,77.55,82.88,97.16,96.69,76.89,70.04,75.53,84.81,79.16,99.73
phoenix,96.6,33,arizona,66.97,67.97,63.89,67.98,77.95,86.96,71.88,73.63,69.82,87.45,87.56,107.95
pima,67.5,6,arizona,6.89,8.91,4.78,8.7,3.92,9.03,10.33,5.01,11.48,6.7,11.1,7.07
pinetop,94,7,arizona,0,0,0,9.49,0,0,0,1.73,2.22,0,0,0
pinon,0,3,arizona,7.82,7.28,1.37,1.77,3.78,28.57,9.76,0,0,13.34,64.97,22.45
prescott,98.6,18,arizona,103.97,102.87,103.08,104.51,68.42,82.58,86.77,68.51,84.25,100.22,55.67,71.81
prescott-valley,97.4,13,arizona,85.74,63.91,82.79,90.4,101.15,101.09,100.63,100.35,126.46,123.04,115.67,137.51
quartzsite,48.7,5,arizona,6.4,9.44,9.81,8.75,10.99,5.54,14.32,22.28,5.88,7.76,5.06,11.1
queen-creek,96.1,13,arizona,129.25,121.84,118.18,137.62,257.79,252.7,114,106.1,120.19,147.96,121.37,136.26
rimrock,75.8,10,arizona,30.28,41.79,39.03,42.11,43.95,39.7,37.8,34.36,36.31,33.04,30.16,31.93
rio-rico,93.8,11,arizona,42.32,78.12,78.41,72.15,44.33,54.06,46.62,38.76,52.18,72.21,79.75,47.65
sacaton,0,12,arizona,0,0,0,0,0,0,29.5,18.02,0,0,69.94,70.66
safford,80.1,8,arizona,76.81,60.29,64.43,54.38,126.64,62.86,46.54,47.04,59.27,53.73,66.97,59.29
sahuarita,85.4,12,arizona,62.49,81.88,80.02,88.04,133.83,146.58,90.04,96,76.74,79.29,73.23,78.17
saint-johns,0,5,arizona,17.79,4.24,35.24,9.58,14.58,16.89,9.56,10.99,15.81,10.57,24.07,7.18
san-carlos,0,5,arizona,6.01,6.05,6.08,7.07,32.58,25.23,22.71,8.67,27.79,9.94,14.93,9.75
san-luis,96,9,arizona,55.34,64.25,76.39,68.97,87.28,85.17,76.6,68.51,85.74,83.52,87.48,94.85
san-tan-valley,98.4,15,arizona,65.54,78.57,78.9,88.9,64.1,89.03,97.33,64.4,42.42,99.8,131.35,157.69
scottsdale,92.5,25,arizona,127.38,122.76,127.59,149.02,144.81,146.51,128.29,145.01,121.59,139.35,143.04,151.52
sedona,95.9,11,arizona,43.81,56.59,70.43,75.4,47.88,50.28,90.71,59.67,59.19,83.6,69.16,73.04
sells,42.2,5,arizona,14.03,18.77,29.86,10.86,10.91,15.33,36.6,10.16,10.08,15.26,9.35,13.87
show-low,85.7,7,arizona,37.37,56.48,50.91,36.74,54.74,48.59,48.36,34.21,50.14,49.39,62.04,56.27
sierra-vista,93.5,12,arizona,84.58,70.11,67.8,88.88,67.58,83.65,62.01,24.89,19.43,69.91,66.39,83.11
snowflake,62.2,8,arizona,4.92,4.88,6.26,5.05,5.98,7.68,11.26,8.19,9.24,8.48,11.05,7.94
somerton,73.8,9,arizona,87.06,66.53,55.96,106.96,106.88,111.32,109.58,85.82,54.1,58.86,96.09,107.16
sun-city,98.4,14,arizona,71.7,71.34,70.73,67.88,81.44,98.98,95.46,95.42,94.85,101.6,98.27,96.43
sun-city-west,99.9,14,arizona,71.11,72.34,79.07,77.07,75.69,59.36,95.64,99.87,23.6,64.29,79.75,63.07
surprise,96.2,17,arizona,74.34,84.49,80.39,115.93,89.39,86.6,143.5,174.43,170.06,177.69,103.73,87.62
taylor,68.5,7,arizona,5.3,18.19,9.94,15.51,39.18,32.85,47.51,42.2,23.61,39.17,46.59,85.36
tempe,91.7,26,arizona,82.73,76.04,79.12,80.06,170.62,104.88,83.96,128.81,101.68,84.32,81.48,84.69
thatcher,98.9,7,arizona,106.39,71.47,44.86,67.27,113.2,76.28,57.45,82.76,54.01,151.68,68.54,65.82
tolleson,94.2,12,arizona,73.37,69.55,74.97,73.78,73.34,79.93,66.39,72.96,66.41,83.48,84.08,99.68
tonalea,0,7,arizona,0,0,0,0,0,0,1.95,0.66,0.06,0,89.99,3.9
tonopah,5,11,arizona,31.89,22.09,8.1,18.35,20.09,13.97,11.92,29.68,17.41,17.55,20.83,50
tuba-city,0,5,arizona,8.59,8.51,5.73,5.73,6.69,6.76,8.73,4.88,34.35,6.58,7.51,5.41
tucson,93.9,24,arizona,62.75,56.85,63.55,71.85,122.95,113.09,75.68,74.38,80.12,80.14,72.84,78.76
vail,83.1,11,arizona,78.44,118.39,56.54,74.45,86.4,111.22,80.95,74.07,92.95,74.46,83.92,75.45
waddell,93.8,10,arizona,58.96,21.59,84.1,108.94,56.02,51.65,66.47,27.8,26.38,53.27,17.36,109.52
wellton,9.5,8,arizona,2.2,1.98,4.57,8.23,9.01,0.85,0.38,2.06,3.38,9.23,2.66,4.44
whiteriver,0,5,arizona,26.85,5.35,6.28,25.23,27.17,28.53,25.86,17.13,10.72,27.61,39.55,26.18
wickenburg,70.8,15,arizona,37.31,33.02,16.68,36.3,46.56,51.05,76.44,78.11,16.1,22.87,49.86,73.04
willcox,40.7,7,arizona,10.31,5.71,8.83,27,9.28,28.29,19.14,17.7,39.9,26.78,29.91,13.24
williams,3.1,9,arizona,38.04,14.85,23.66,14.06,14.9,6.84,15.72,3.14,172.11,19.63,13.19,34.49
window-rock,0,9,arizona,34.48,6.04,5.52,7.05,13.58,12.82,14.48,6.21,10.38,7.39,14.2,52.06
winslow,58.1,9,arizona,83.4,58.55,40.85,80.63,46.65,57.87,50.01,55.3,52.09,95.63,63.45,70.83
wittmann,25.5,10,arizona,4.55,10.83,34.19,17.39,16.36,28.91,59.58,30.49,15.06,20.45,21.08,15.99
youngtown,99,11,arizona,99.62,120.55,82.43,75.06,99.2,90.1,79.65,146.06,147.44,78.06,96.97,57.99
yuma,96.9,11,arizona,63.6,67.25,82.28,94.51,141.09,167.51,103.69,82.85,67.84,78.2,99.06,72.14
alexander,96.8,12,arkansas,49.48,43.2,64.25,66.48,65.12,40.6,16.1,24.29,20.9,75.9,67.74,67.69
alma,89.3,12,arkansas,65.27,37.51,46.82,77.05,79.95,95.03,72.47,68.14,58.13,68.69,80.6,53.16
arkadelphia,79.7,10,arkansas,69.92,79.85,54.78,67.79,81.83,81.47,72.13,67,81.3,83.83,130.75,75.04
ashdown,64.1,9,arkansas,42.86,44.8,46.08,94.77,53.91,59.56,135.36,68.46,48.21,44.03,60.3,81.99
atkins,99,8,arkansas,8.07,22.78,22.13,37.54,9.45,19.95,11.71,21,10.78,15.2,16.98,13.95
austin,99.5,11,arkansas,14.99,8.17,16.54,23.49,27.17,25.59,18.62,25.38,17.68,14.85,11.79,29.61
bald-knob,51.7,8,arkansas,9.02,9,14.46,9.32,26.07,8.94,7.11,14.21,11.52,22.94,22.71,28.06
barling,99.8,11,arkansas,0,0,0,0,0,0,0,0,10.96,75.22,0.86,24.44
batesville,85.8,9,arkansas,46.35,64.74,80.44,47.88,61.05,60.41,48.57,35.49,72.98,103.21,113.54,119.83
bauxite,97.1,10,arkansas,0,0,14.54,0,0,0,0,0,0,82.49,89.28,0
beebe,77,12,arkansas,22.5,17.56,37.31,39.28,54.09,27.47,43.76,244.92,44.75,52.49,40.72,42.41
bella-vista,98.2,10,arkansas,49.74,100.56,33.65,96.6,62.57,53.73,71.63,87.38,92.81,76.63,92.65,72.83
benton,90,11,arkansas,34.78,43.1,32.93,38.11,26.35,132.19,91.35,82.44,54.46,45.43,45.74,49.81
bentonville,95.1,13,arkansas,78.45,85.51,78.96,90.63,111.29,107.6,85.22,93.33,105.72,99.1,96.44,100.63
berryville,68.7,9,arkansas,106.52,40.74,45.82,32.73,95.42,94.35,98.13,98.69,79.58,44.2,61.05,54.68
bismarck,1.8,7,arkansas,50.29,3.9,3.72,3.75,3.79,4.31,4.58,84.74,80.39,91.92,83.81,85.36
blytheville,80.4,10,arkansas,21.2,21.58,24.57,33.12,33.11,36.85,33.55,29.83,57.02,62.44,62.47,62.71
bono,77.3,15,arkansas,19.96,21.35,30.76,6.49,33.69,42.04,27.1,37.4,34.02,33.97,41.45,16.9
booneville,10.5,7,arkansas,15.78,15.01,26.81,28.59,17.61,25.84,44.28,39.77,32.97,33.36,24.04,32.65
bradford,57.4,8,arkansas,12.2,13.65,7.78,2.32,14.68,18.33,71.75,6.24,9.43,16.37,9.73,6.82
brinkley,0,8,arkansas,88.41,92.3,247.08,84.33,88.51,116.78,87.83,247.34,0.42,154.43,36.42,57.19
bryant,99.5,12,arkansas,30.69,55.51,46.67,63.98,15.04,116.09,67.53,39.02,92.04,45.43,56.84,50.34
cabot,99.4,11,arkansas,61.23,55.45,64.88,70.78,72.93,73.01,71.26,54.6,68.81,63.16,66.13,58.99
camden,60.1,10,arkansas,92.34,78.13,44.96,45.49,37.99,88.81,67.1,68.54,173.55,136.15,181.18,60.86
carlisle,1.6,8,arkansas,23.54,11.8,5.59,13.45,15.53,8.46,12.5,10.36,8.44,8.33,9.23,9.71
cave-city,2,8,arkansas,5.31,4.29,12.94,12.81,9.58,8.9,11.88,13.9,10.36,9.44,9.6,23.22
centerton,99.1,12,arkansas,95.54,64.91,90.2,83.75,103.04,67.31,96.39,78.81,117.94,105.21,111.55,99.57
charleston,39.5,10,arkansas,40.86,7.31,14.35,13.76,8.63,15.34,6.71,12.35,7.38,10.64,8.88,7.68
cherokee-village,88.8,8,arkansas,17.82,42.36,73.58,37.71,51.98,53.68,73.13,47.04,66.79,106.6,49.61,36.12
clarksville,74.9,9,arkansas,21.24,12.38,15.23,37.02,25.64,35.15,43.87,25.67,25.74,42.9,76.61,47.81
clinton,98.9,7,arkansas,19.93,13.68,17.94,22.55,21.97,16.81,20.86,18.53,19.82,15.31,17.8,22.53
conway,100,13,arkansas,43.41,40.2,43.69,45.5,45.71,44.9,42.06,47.73,39.98,43.28,47.71,52.61
corning,58.6,7,arkansas,0.42,0.36,0.21,0.74,16.14,4.87,0,0,0,8.28,22.77,0
crossett,45.5,6,arkansas,22.31,22.07,27.46,43.65,22.74,21.57,18.79,25.04,20.05,35.68,37.29,22.4
danville,86.7,6,arkansas,10.84,22.36,11.2,16.54,33.95,11.12,10.98,10.87,15.61,14.14,32.15,34.57
dardanelle,67.3,8,arkansas,7.09,8.58,35.14,10.96,100.53,13.81,10.35,9.61,6.59,20.04,7.29,16.4
de-queen,87.6,7,arkansas,44.07,35.77,24.66,24.6,53.78,21.98,43.36,49.03,39.39,20.95,89.52,20.04
de-witt,0.5,7,arkansas,13.13,13.82,37.19,36.3,10.07,40.51,88.23,13.17,13.66,61.54,43.17,15.67
dermott,63.4,6,arkansas,26.87,11.27,3.31,61.72,34.72,22.4,22.55,23.96,211.16,26.12,39.4,33.33
dover,73.2,7,arkansas,9.03,9.55,3.91,25.33,8.86,10.64,7.5,9.49,7.57,9.45,14.47,9.1
dumas,77.1,6,arkansas,111.26,10.14,51.15,72.03,34.9,7.76,40.61,40.39,26.75,50.64,41.66,15.23
el-dorado,91.4,9,arkansas,49.59,82.07,99.94,82.31,66.87,98.21,118.77,110.64,79.88,141.02,143.24,125.93
elkins,49.6,10,arkansas,0,10.8,10.98,11.05,10.69,7.51,9.79,14.99,413.3,0,43.26,42.25
england,0.2,10,arkansas,2.33,7.66,8.62,9.59,9.43,4.33,0,0,14.68,13.23,6.24,0
eureka-springs,61.7,12,arkansas,33.55,49.92,108.62,43.2,97.8,96.89,97.5,94.08,79.51,28.99,55.15,78.88
farmington,99.5,11,arkansas,32.08,44.6,58.66,35.91,53.1,110.36,74.05,74.39,39.69,70.69,172.75,57.7
fayetteville,95.3,16,arkansas,90.03,94.42,91.5,97.13,95.77,101.66,100.94,101.62,103.09,100.55,111.71,107.43
flippin,75.8,9,arkansas,21.58,7.61,19.58,23.43,41.73,42.94,17.81,10.75,17.02,27.84,23.94,17.48
fordyce,31.2,7,arkansas,42.95,28.05,48.56,45.98,3.94,29.66,50.72,47.02,5.26,31.51,9.45,15.36
forrest-city,50.8,10,arkansas,20.65,14.8,78.56,11.16,15.58,40.97,32.93,10.9,33.67,45.56,54.69,47.29
fort-smith,99.3,16,arkansas,78.28,93.05,92.53,93.09,78.95,86.84,90.95,94.75,94.83,81.12,119.51,130.62
fouke,52.3,9,arkansas,3.76,7.74,12.97,7.02,34.85,24.51,85.16,32.76,12.51,39.89,18.74,17.41
garfield,50.6,10,arkansas,12.76,12.18,78.54,8.83,79.36,155.01,7.32,0,6.79,139.51,137.73,79.66
gentry,66.7,12,arkansas,10.08,5.12,14.42,24,9.28,13.2,5.42,9.13,16.54,70.37,6.33,98.56
glenwood,59,6,arkansas,13.53,11.42,112.81,101.48,22.36,11.83,15.38,22.26,24.42,59.38,25.82,22.8
grady,0,6,arkansas,0,0,0,0,0,0,0,0,0,0,0,0
gravette,60.7,14,arkansas,12.73,8.45,35.01,14.63,63.15,86.62,0,0,0,35.02,50.62,81.39
green-forest,66.4,11,arkansas,2.15,27.27,150.53,6.26,114.47,4.19,128.28,13.44,215.33,55.08,27.27,42.98
greenbrier,100,10,arkansas,19.55,20.1,19.97,20.02,21.35,19.18,29.5,23.21,23.02,22.08,22.54,21.56
greenwood,91.1,9,arkansas,59.02,98.38,76.36,89.53,75.37,140.19,80.53,144.68,103.98,100.47,86.03,91.23
gurdon,69.7,7,arkansas,0,30,15,4.79,35.93,43.99,18.29,45,24.82,29.64,21.71,39.23
hackett,77,7,arkansas,0,0.26,8.29,8.56,9.76,19.05,0,9.32,6.04,177.2,11.45,5.65
hamburg,0.4,6,arkansas,26.58,14.16,13.75,25.38,27.4,14.45,14.04,75.47,8.27,86.9,102.81,19.12
hardy,51,7,arkansas,8.84,7.94,24.19,20.61,14.51,8.12,8.85,19.2,6.27,7.98,17.59,7.52
harrisburg,59.7,11,arkansas,0,101.52,24.55,6.68,108.45,17.81,252.05,7.95,0.2,1.64,7.81,18.28
harrison,80.1,9,arkansas,85.66,51.49,48.73,61.24,77.45,75.79,29.95,66.3,51.85,83.09,62.31,75.53
heber-springs,100,12,arkansas,32.82,39.03,40.88,61.15,45.88,74.61,73.23,75.01,81.89,76.81,48.7,43.39
helena,90.2,7,arkansas,10.48,18.84,20.36,42.08,42.94,34.24,4.56,1.42,1.99,42.82,14.09,25.07
hensley,83.9,12,arkansas,6.12,14.56,0.32,8.26,5.81,0.21,0.41,7.2,18.37,87.49,39.79,9.54
hope,71.1,12,arkansas,48.91,26.83,39.21,26.83,20.03,15.41,15.75,18.34,28.03,72.58,27.92,59.25
hot-springs,90.2,13,arkansas,57.51,69.83,42.99,79.02,84.18,95.56,53.26,91.23,83.76,89.32,89.11,96.9
hot-springs-village,94.2,10,arkansas,50.68,44.94,44.05,40.55,48.49,44.11,62.76,45.42,44.59,46.29,50.43,53.91
huntsville,26,12,arkansas,40.07,15.96,24.91,38.9,59.07,45.16,74.72,46.95,25.21,62.83,30.74,34.22
jacksonville,98.9,15,arkansas,65.64,59.45,63.55,53.32,59.24,60.54,49.21,86.88,89.02,71.3,95.8,93.89
jonesboro,91.7,18,arkansas,54.15,52.16,61.89,80.49,82.35,141.58,113.5,72.07,79.6,129.26,121.88,113.81
judsonia,36.5,10,arkansas,16.91,9.43,9.55,9.48,9.6,25.44,12.45,9.36,9.69,10.32,12.62,13.51
lake-village,79,7,arkansas,44.94,45.32,43.18,46.19,59.06,48.13,35.92,48,34,30.52,159.16,21.73
lamar,50.4,7,arkansas,9.1,20.11,10.78,57.54,10.76,8.78,7.68,16.54,10.5,13.02,39.37,33.45
lavaca,95.3,8,arkansas,34.97,26.74,40.52,87.3,166.61,65.97,75.77,38.99,38.29,79.13,177.57,30.27
lincoln,94,9,arkansas,10.27,10.5,13.55,27.68,9.03,38.57,11.45,11.83,8.84,9.85,10.52,23.31
little-rock,97.9,23,arkansas,68.87,73.78,64.15,70.3,82.37,66.54,66.28,66.73,97.74,83.67,81.42,81.08
lonoke,49.4,11,arkansas,13.56,20.66,17.33,19.29,27.77,40.79,25.32,24.63,17.92,35.08,21.19,13.45
lowell,99.4,13,arkansas,28.46,52.58,49.46,71.77,53.69,60.14,78.4,159.9,130.39,162.08,96.29,111.18
mabelvale,98.6,15,arkansas,23.24,38.19,40.19,53.61,64.55,62.35,71.18,116.22,59.16,57.21,55.77,73.53
magnolia,78.1,9,arkansas,54.4,85.45,77.42,76.65,91.29,80.86,170.18,32.52,82.91,83.82,57.1,74.54
malvern,60.8,11,arkansas,68.78,46.96,80.31,57.62,43.69,37.63,50.67,78.37,60.19,55.85,59.21,69.7
manila,70,11,arkansas,27.04,15.42,22.76,11.85,39.01,37.14,24.78,12.14,25.22,42.4,24.49,179.46
marianna,47.5,7,arkansas,0,9.68,1.42,5.32,8.19,8.45,44.51,0,1.3,0,0.34,8.75
marion,91.7,10,arkansas,32.44,63.91,33.69,75.3,78.09,73.93,73.68,78.64,89.8,70.73,89.91,64.33
marshall,100,7,arkansas,5.94,43.03,0.99,3.85,74.76,7.55,4.61,7.59,19.24,5.67,7.37,1.15
maumelle,100,14,arkansas,68.21,55.28,60.78,94.22,67.19,68.42,69.91,89.04,66.91,68.39,67.44,57.79
mayflower,100,10,arkansas,9.69,2.18,33.05,1.64,86.83,15.71,17.84,83.68,87.46,1.37,21.62,9.22
mc-gehee,93.3,6,arkansas,26.57,47.48,222.04,49.11,96.33,0,48.71,45.49,283.08,27.29,85.71,38.22
mena,71.4,9,arkansas,22.28,24.34,20.08,30.97,22.59,43.83,31.69,41.56,28.3,30.15,24.79,48.47
monticello,77.8,7,arkansas,95.48,25.15,18.47,23.84,40.2,37.86,18.9,68.35,41.09,34.37,50.44,37.4
morrilton,100,8,arkansas,32.42,24.92,46.26,83.99,159.56,183.98,44.78,33.1,74.44,140.73,95.5,46.09
mountain-home,81.9,9,arkansas,42.34,54.81,58.91,65.18,54.73,70.66,50.19,94.5,87.58,96.05,90.36,100.86
mountain-view,93.9,7,arkansas,6.58,9.36,5.73,9.54,8.32,8.73,9.21,9.63,8.79,8.69,9.48,19.48
mulberry,79.2,8,arkansas,13.28,4.97,4.98,0,30.18,11.35,31.23,8.19,10.46,19.34,19.02,16.81
nashville,1.3,8,arkansas,31.27,13.05,13.41,13.61,71.91,11.38,15.68,11.29,45.08,0,46.17,18.31
newport,84,11,arkansas,41.91,14.72,24.45,32.8,33.85,36.24,49.23,40.41,39.94,27.1,30.23,36.14
north-little-rock,95.1,20,arkansas,66.52,69.88,125.87,127.55,102.99,105.15,70.12,83.07,97.03,85.61,78.64,78.41
osceola,80.5,11,arkansas,12.01,56.83,58.94,64.85,64.85,64.82,64.63,64.69,63.37,30.59,0,0
ozark,27.3,10,arkansas,10.27,7.47,9.12,38.1,36.1,11.31,60.32,1.27,17.66,19.03,57.53,33.11
paragould,78.6,13,arkansas,34.93,36.09,40.69,40.74,40.69,38.88,37.17,54.84,43.4,40.87,44.26,50.6
paris,43.6,7,arkansas,8.45,8.88,15.16,20.58,9,8.61,10.1,0,4.63,2.45,222.72,18.56
pea-ridge,82,12,arkansas,60.28,43.31,52.32,20.31,49.55,47.4,90.47,63.08,65.16,54.86,29.41,40.67
pearcy,73.2,12,arkansas,18.2,13.28,25.84,42.98,22.25,46.04,26.09,13.98,37.95,18.89,42.08,17.38
piggott,84.2,9,arkansas,44.17,39.42,75.45,56.65,56.21,37.97,62.55,66.78,78.29,44.05,55.59,81.18
pine-bluff,67.7,13,arkansas,39.38,15.09,20.53,20.44,18.41,15.49,26.34,18.48,24.23,18.19,19.88,30.5
pocahontas,81.6,9,arkansas,8.9,8.92,8.85,7.47,7.37,7.39,7.41,7.24,7.01,6.94,7.17,7.63
prairie-grove,95.8,10,arkansas,29.04,71.65,73,30.77,58.8,47.1,89.73,44.75,29.45,18.36,19.53,54.45
prescott,59.6,8,arkansas,47.88,62.13,124.95,8.79,116.6,9.11,9.33,74.71,379.37,75.08,74.83,74.81
quitman,100,9,arkansas,68.55,4.97,42.38,4.15,3.14,27.98,2.95,1.92,240.22,239.98,239.69,239.77
rector,70.8,10,arkansas,40.07,43.46,43.13,40.34,30.91,116.08,53.07,45.05,52.29,97.63,89.17,78.63
rison,96.5,6,arkansas,7.12,8.9,6.4,10.37,6.61,9.64,8.79,6.16,14.68,9.43,15.31,10.72
rogers,95.8,15,arkansas,88.74,73.72,77.09,96.37,86.18,92.17,88.26,93.46,77.02,88.32,91.12,87.55
